names_tomatch,match,notes,fixed_best,min_fixed,partial_best,min_partial,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,X103,X104,X105,X106,X107,X108,X109,X110,X111,X112,X113,X114
nosy varika,nosy-varika,,nosy-varika,1,nosy-varika,1,nosy-varika,sakaraha,nosy-be,andramasina,miarinarivo,isandra,befotaka,moramanga,soalala,antsalova,toliary-i,betroka,morondava,sambava,vohemar,antsirabe i,soavinandriana,lalangina,vohibato,ambositra,fandriana,manandriana,ifanadiana,mananjary,ihosy,ivohibe,iakora,vondrozo,toamasina i,sainte marie,vavatenina,andilamena,anosibe-an'ala,mandritsara,analalava,antsohihy,bealanana,maevatanana,tsaratanana,besalampy,beroroha,toliary-ii,benenitra,taolagnaro,manja,ambanja,antalaha,andapa,ambohidratrimo,ankazobe,manjakandriana,anjozorobe,betafo,faratsiho,antsirabe ii,arivonimamo,fenoarivobe,ambalavao,ikalamavony,vohipeno,farafangana,brickaville,vatomandry,mahanoro,marolambo,toamasina ii,marovoay,kandreho,maintirano,morafenobe,morombe,ankazoabo,betioky atsimo,beloha,tsihombe,bekily,mahabo,miandrivazo,antsiranana i,ambatolampy,antanifotsy,mandoto,ambohimahasoa,ikongo,vangaindrano,midongy-atsimo,maroantsetra,fenerive est,amparafaravola,ambatondrazaka,mahajanga i,mitsinjo,mahajanga ii,mampikony,ambatomainty,antsiranana ii,ambilobe,tsiroanomandidy,fianarantsoa i,manakara atsimo,mananara-avaratra,ambato boeni,ampanihy ouest,amboasary-atsimo,soanierana ivongo,befandriana nord,ambovombe-androy,belo sur tsiribihina,ambatofinandrahana,antananarivo avaradrano,antananarivo renivohitra,antanambao manampontsy,antananarivo atsimondrano,port-berge (boriziny-vaovao)
alaotra mangoro,moramanga,from commune/fkt vars,moramanga,8,antananarivo avaradrano,8,moramanga,manakara atsimo,farafangana,vatomandry,mahanoro,taolagnaro,andramasina,mandoto,ikalamavony,lalangina,mahajanga i,tsaratanana,morafenobe,antsiranana ii,antsiranana i,ambohidratrimo,ambatolampy,faratsiho,arivonimamo,miarinarivo,ambalavao,ambohimahasoa,fandriana,manandriana,ifanadiana,mananjary,ikongo,befotaka,marolambo,sainte marie,mananara-avaratra,amparafaravola,andilamena,anosibe-an'ala,mahajanga ii,mandritsara,analalava,befandriana nord,bealanana,maevatanana,ambatomainty,antsalova,maintirano,ankazoabo,sakaraha,ambovombe-androy,amboasary-atsimo,miandrivazo,antalaha,vohemar,ankazobe,anjozorobe,antsirabe i,betafo,antanifotsy,antsirabe ii,tsiroanomandidy,fenoarivobe,fianarantsoa i,vohibato,isandra,ambositra,vohipeno,iakora,vangaindrano,midongy-atsimo,vondrozo,toamasina i,toamasina ii,maroantsetra,vavatenina,soanierana ivongo,ambatondrazaka,soalala,ambato boeni,marovoay,mitsinjo,mampikony,kandreho,beroroha,morombe,betioky atsimo,betroka,manja,morondava,mahabo,ambilobe,ambanja,sambava,andapa,manjakandriana,soavinandriana,nosy-varika,brickaville,antsohihy,besalampy,toliary-i,ampanihy ouest,toliary-ii,benenitra,beloha,ambatofinandrahana,ihosy,ivohibe,antanambao manampontsy,fenerive est,tsihombe,nosy-be,bekily,antananarivo avaradrano,antananarivo renivohitra,antananarivo atsimondrano,belo sur tsiribihina,port-berge (boriziny-vaovao)
brickaville,brickaville,,brickaville,0,brickaville,0,brickaville,bekily,ankazobe,ivohibe,betafo,arivonimamo,miarinarivo,fenoarivobe,ambalavao,isandra,ifanadiana,ikongo,iakora,befotaka,soalala,mitsinjo,bealanana,besalampy,ankazoabo,sakaraha,benenitra,beloha,tsihombe,betroka,morondava,ambilobe,sambava,anjozorobe,andramasina,faratsiho,mandoto,ikalamavony,lalangina,vohibato,ambositra,fandriana,manandriana,nosy-varika,mananjary,ihosy,farafangana,toamasina i,vatomandry,mahanoro,marolambo,sainte marie,vavatenina,moramanga,andilamena,mahajanga i,marovoay,analalava,antsohihy,kandreho,ambatomainty,antsalova,maintirano,morafenobe,toliary-i,beroroha,morombe,betioky atsimo,toliary-ii,taolagnaro,manja,mahabo,miandrivazo,nosy-be,ambanja,antalaha,andapa,vohemar,ambohidratrimo,manjakandriana,antsirabe i,ambatolampy,antanifotsy,antsirabe ii,ambohimahasoa,vohipeno,vondrozo,toamasina ii,maroantsetra,fenerive est,amparafaravola,anosibe-an'ala,mahajanga ii,mandritsara,mampikony,maevatanana,tsaratanana,soavinandriana,vangaindrano,ambato boeni,befandriana nord,antsiranana ii,antsiranana i,tsiroanomandidy,fianarantsoa i,manakara atsimo,midongy-atsimo,ambatondrazaka,ampanihy ouest,soanierana ivongo,ambovombe-androy,amboasary-atsimo,mananara-avaratra,ambatofinandrahana,belo sur tsiribihina,antananarivo avaradrano,antananarivo renivohitra,antanambao manampontsy,antananarivo atsimondrano,port-berge (boriziny-vaovao)
imerinstiatosika,NA,unknown,miarinarivo,10,antananarivo atsimondrano,10,miarinarivo,midongy-atsimo,mandritsara,maintirano,betioky atsimo,andramasina,faratsiho,ambositra,manandriana,ifanadiana,befotaka,maroantsetra,mitsinjo,antsalova,benenitra,betroka,morondava,ambohidratrimo,manjakandriana,antsirabe i,betafo,antanifotsy,antsirabe ii,mandoto,arivonimamo,soavinandriana,fianarantsoa i,ambohimahasoa,vohibato,isandra,fandriana,nosy-varika,manakara atsimo,iakora,sainte marie,vavatenina,amparafaravola,ambatondrazaka,moramanga,antsohihy,maevatanana,tsaratanana,beroroha,amboasary-atsimo,miandrivazo,antalaha,ankazobe,ambatolampy,tsiroanomandidy,fenoarivobe,ambalavao,ikalamavony,lalangina,mananjary,ikongo,ihosy,ivohibe,farafangana,vangaindrano,toamasina i,brickaville,mahanoro,marolambo,toamasina ii,fenerive est,andilamena,anosibe-an'ala,mahajanga i,soalala,ambato boeni,marovoay,mahajanga ii,analalava,befandriana nord,bealanana,mampikony,besalampy,ambatomainty,morafenobe,toliary-i,morombe,ankazoabo,ampanihy ouest,sakaraha,toliary-ii,beloha,tsihombe,manja,mahabo,antsiranana ii,antsiranana i,ambilobe,ambanja,sambava,andapa,anjozorobe,vohipeno,vondrozo,mananara-avaratra,soanierana ivongo,kandreho,bekily,taolagnaro,nosy-be,ambatofinandrahana,vatomandry,ambovombe-androy,belo sur tsiribihina,vohemar,antananarivo renivohitra,antananarivo avaradrano,antananarivo atsimondrano,antanambao manampontsy,port-berge (boriziny-vaovao)
morafeno,morafenobe,,morafenobe,2,morafenobe,0,morafenobe,vohipeno,moramanga,betafo,mahanoro,morombe,mahabo,faratsiho,mandoto,vohibato,vondrozo,marolambo,soalala,marovoay,mitsinjo,kandreho,manja,morondava,ankazobe,miarinarivo,ambalavao,lalangina,isandra,mananjary,ikongo,ivohibe,iakora,farafangana,vavatenina,andilamena,bealanana,mampikony,maintirano,toliary-i,beroroha,ankazoabo,sakaraha,taolagnaro,nosy-be,ambanja,antalaha,andapa,vohemar,andramasina,antsirabe i,ambositra,fandriana,manandriana,ifanadiana,ihosy,befotaka,toamasina i,vatomandry,maroantsetra,mahajanga i,ambato boeni,analalava,maevatanana,tsaratanana,besalampy,antsalova,toliary-ii,beloha,tsihombe,bekily,betroka,miandrivazo,ambilobe,sambava,ambohidratrimo,anjozorobe,ambatolampy,antanifotsy,antsirabe ii,arivonimamo,fenoarivobe,ambohimahasoa,ikalamavony,nosy-varika,vangaindrano,toamasina ii,amparafaravola,mahajanga ii,mandritsara,antsohihy,ambatomainty,benenitra,midongy-atsimo,brickaville,fenerive est,ambatondrazaka,antsiranana i,manjakandriana,soavinandriana,fianarantsoa i,manakara atsimo,sainte marie,anosibe-an'ala,betioky atsimo,ambovombe-androy,amboasary-atsimo,antsiranana ii,tsiroanomandidy,soanierana ivongo,befandriana nord,ampanihy ouest,ambatofinandrahana,mananara-avaratra,belo sur tsiribihina,antananarivo avaradrano,antanambao manampontsy,antananarivo renivohitra,antananarivo atsimondrano,port-berge (boriziny-vaovao)
mahajanga ii,mahajanga ii,,mahajanga ii,0,mahajanga ii,0,mahajanga ii,mahajanga i,farafangana,toamasina ii,moramanga,mananjary,toamasina i,mahanoro,maevatanana,miarinarivo,fianarantsoa i,ambalavao,lalangina,manandriana,analalava,bealanana,tsaratanana,sakaraha,taolagnaro,manja,mahabo,antsiranana ii,ambanja,manjakandriana,andramasina,ambatolampy,antsirabe ii,mandoto,fandriana,ifanadiana,manakara atsimo,vatomandry,marolambo,sainte marie,maroantsetra,vavatenina,soalala,ambato boeni,marovoay,mandritsara,maintirano,morafenobe,ankazoabo,toliary-ii,morondava,antsiranana i,antalaha,sambava,andapa,ankazobe,anjozorobe,antsirabe i,antanifotsy,faratsiho,arivonimamo,ambohimahasoa,ikalamavony,vohibato,isandra,ambositra,ikongo,vohipeno,iakora,vangaindrano,befotaka,amparafaravola,ambatondrazaka,mitsinjo,mampikony,kandreho,besalampy,ambatomainty,antsalova,toliary-i,miandrivazo,vohemar,ambohidratrimo,betafo,soavinandriana,tsiroanomandidy,fenoarivobe,nosy-varika,ihosy,midongy-atsimo,vondrozo,brickaville,andilamena,antsohihy,beroroha,morombe,benenitra,beloha,betroka,amboasary-atsimo,ambilobe,ivohibe,mananara-avaratra,fenerive est,soanierana ivongo,anosibe-an'ala,befandriana nord,betioky atsimo,ampanihy ouest,tsihombe,bekily,nosy-be,ambatofinandrahana,ambovombe-androy,antananarivo renivohitra,antanambao manampontsy,belo sur tsiribihina,antananarivo avaradrano,antananarivo atsimondrano,port-berge (boriziny-vaovao)
antsimondrano,antananarivo atsimondrano,from commune/fkt vars,vangaindrano,5,antananarivo atsimondrano,1,vangaindrano,antsiranana i,arivonimamo,antsalova,maintirano,antsiranana ii,manjakandriana,antsirabe i,antsirabe ii,soavinandriana,isandra,manandriana,vondrozo,vatomandry,mitsinjo,antsohihy,ankazoabo,anjozorobe,andramasina,antanifotsy,mandoto,miarinarivo,ambositra,fandriana,ifanadiana,ikongo,ambatondrazaka,andilamena,anosibe-an'ala,mandritsara,tsaratanana,kandreho,tsihombe,morondava,miandrivazo,antalaha,andapa,ambohidratrimo,ankazobe,betafo,faratsiho,tsiroanomandidy,ambalavao,ambohimahasoa,vohibato,ambatofinandrahana,nosy-varika,mananjary,vohipeno,iakora,farafangana,toamasina i,mahanoro,sainte marie,moramanga,soalala,ambato boeni,analalava,bealanana,mampikony,maevatanana,sakaraha,benenitra,taolagnaro,betroka,manja,mahabo,ambilobe,ambanja,sambava,ambatolampy,ikalamavony,lalangina,ihosy,ivohibe,befotaka,marolambo,toamasina ii,maroantsetra,vavatenina,amparafaravola,mahajanga i,marovoay,ambatomainty,morafenobe,toliary-i,beroroha,morombe,betioky atsimo,beloha,ambovombe-androy,nosy-be,vohemar,antananarivo atsimondrano,fenoarivobe,fianarantsoa i,manakara atsimo,midongy-atsimo,brickaville,fenerive est,mahajanga ii,befandriana nord,besalampy,ampanihy ouest,toliary-ii,bekily,antananarivo avaradrano,mananara-avaratra,soanierana ivongo,amboasary-atsimo,antanambao manampontsy,belo sur tsiribihina,antananarivo renivohitra,port-berge (boriziny-vaovao)
antananarivo 102,antananarivo avaradrano,from commune/fkt vars,antanifotsy,9,antananarivo renivohitra,3,antanifotsy,miarinarivo,amparafaravola,antananarivo avaradrano,manjakandriana,fenoarivobe,manandriana,soanierana ivongo,analalava,antsiranana ii,antsiranana i,antalaha,antananarivo renivohitra,andramasina,antsirabe i,antsirabe ii,fianarantsoa i,ambalavao,ikalamavony,mananjary,vangaindrano,toamasina i,mahanoro,toamasina ii,mananara-avaratra,fenerive est,antsalova,ankazoabo,taolagnaro,miandrivazo,ankazobe,anjozorobe,antananarivo atsimondrano,faratsiho,soavinandriana,lalangina,fandriana,ifanadiana,nosy-varika,manakara atsimo,vatomandry,sainte marie,ambatondrazaka,mahajanga i,marovoay,mahajanga ii,mandritsara,antsohihy,bealanana,maevatanana,tsaratanana,kandreho,ambatomainty,maintirano,ampanihy ouest,ambanja,andapa,ambohidratrimo,betafo,ambatolampy,mandoto,arivonimamo,ambohimahasoa,isandra,ivohibe,farafangana,vondrozo,marolambo,vavatenina,moramanga,andilamena,soalala,ambato boeni,mitsinjo,befandriana nord,mampikony,morafenobe,toliary-i,sakaraha,toliary-ii,benenitra,tsihombe,betroka,amboasary-atsimo,manja,morondava,mahabo,ambilobe,sambava,tsiroanomandidy,vohibato,ambatofinandrahana,ambositra,ikongo,vohipeno,ihosy,iakora,midongy-atsimo,befotaka,brickaville,antanambao manampontsy,maroantsetra,anosibe-an'ala,besalampy,beroroha,morombe,betioky atsimo,vohemar,beloha,ambovombe-androy,bekily,nosy-be,belo sur tsiribihina,port-berge (boriziny-vaovao)
analamanga,antananarivo atsimondrano,from commune/fkt vars,analalava,3,analalava,3,analalava,moramanga,andilamena,bealanana,andramasina,antalaha,ambalavao,ikalamavony,lalangina,fandriana,manandriana,ifanadiana,farafangana,mahajanga i,soalala,maevatanana,tsaratanana,antsalova,sakaraha,manja,ambanja,andapa,ankazobe,mananjary,vatomandry,marolambo,vavatenina,mahajanga ii,besalampy,ambatomainty,ankazoabo,taolagnaro,sambava,manjakandriana,anjozorobe,antsirabe i,ambatolampy,antanifotsy,faratsiho,isandra,ambositra,ikongo,iakora,vangaindrano,befotaka,toamasina i,mahanoro,sainte marie,mandritsara,antsohihy,maintirano,beloha,morondava,mahabo,antsiranana i,vohemar,betafo,antsirabe ii,mandoto,arivonimamo,miarinarivo,soavinandriana,fianarantsoa i,ambohimahasoa,vohibato,nosy-varika,vohipeno,toamasina ii,maroantsetra,amparafaravola,anosibe-an'ala,marovoay,mitsinjo,mampikony,kandreho,morafenobe,toliary-i,beroroha,morombe,toliary-ii,benenitra,tsihombe,betroka,miandrivazo,antsiranana ii,ambilobe,nosy-be,fenoarivobe,manakara atsimo,ihosy,ivohibe,vondrozo,brickaville,ambatondrazaka,ambato boeni,bekily,tsiroanomandidy,mananara-avaratra,fenerive est,soanierana ivongo,befandriana nord,ambohidratrimo,ambatofinandrahana,midongy-atsimo,ampanihy ouest,ambovombe-androy,amboasary-atsimo,betioky atsimo,antanambao manampontsy,antananarivo renivohitra,antananarivo avaradrano,antananarivo atsimondrano,belo sur tsiribihina,port-berge (boriziny-vaovao)
behenjy,NA,unknown,bekily,4,benenitra,3,bekily,betafo,ihosy,benenitra,beloha,betroka,manja,ambanja,vohemar,mananjary,ikongo,vohipeno,befotaka,mahanoro,mitsinjo,bealanana,besalampy,beroroha,mahabo,mandoto,vohibato,isandra,ivohibe,iakora,soalala,marovoay,morombe,tsihombe,nosy-be,sambava,andapa,ankazobe,ambalavao,lalangina,ambositra,vondrozo,vatomandry,vavatenina,moramanga,antsohihy,mampikony,kandreho,morafenobe,toliary-i,sakaraha,morondava,ambilobe,antalaha,ambatolampy,antanifotsy,faratsiho,fandriana,marolambo,andilamena,mahajanga i,analalava,maevatanana,ambatomainty,antsalova,ankazoabo,toliary-ii,taolagnaro,anjozorobe,arivonimamo,miarinarivo,fenoarivobe,ikalamavony,manandriana,ifanadiana,farafangana,toamasina i,brickaville,fenerive est,ambato boeni,mahajanga ii,tsaratanana,maintirano,andramasina,antsirabe i,antsirabe ii,ambohimahasoa,nosy-varika,vangaindrano,toamasina ii,sainte marie,maroantsetra,anosibe-an'ala,mandritsara,betioky atsimo,miandrivazo,ambohidratrimo,midongy-atsimo,ambatondrazaka,ampanihy ouest,ambovombe-androy,antsiranana i,manjakandriana,soavinandriana,tsiroanomandidy,fianarantsoa i,befandriana nord,antsiranana ii,amparafaravola,amboasary-atsimo,manakara atsimo,soanierana ivongo,ambatofinandrahana,mananara-avaratra,belo sur tsiribihina,antanambao manampontsy,antananarivo renivohitra,antananarivo avaradrano,antananarivo atsimondrano,port-berge (boriziny-vaovao)
ambohimangakely,antananarivo avaradrano,from commune/fkt vars,ambohimahasoa,6,ambohimahasoa,6,ambohimahasoa,moramanga,ambohidratrimo,ambositra,mahajanga i,mahajanga ii,ambatomainty,ambovombe-androy,ambanja,ambatolampy,ambalavao,ambatofinandrahana,mananjary,vatomandry,amparafaravola,ambatondrazaka,anosibe-an'ala,antsiranana i,ambilobe,antsirabe i,antanifotsy,arivonimamo,miarinarivo,vohibato,fandriana,vohipeno,ivohibe,farafangana,mahanoro,maroantsetra,andilamena,soalala,ambato boeni,marovoay,antsohihy,bealanana,mampikony,maevatanana,besalampy,maintirano,morafenobe,morombe,ampanihy ouest,bekily,taolagnaro,amboasary-atsimo,manja,morondava,antsiranana ii,sambava,vohemar,ankazobe,manjakandriana,anjozorobe,andramasina,antsirabe ii,mandoto,soavinandriana,tsiroanomandidy,ikalamavony,lalangina,isandra,manandriana,ifanadiana,ikongo,iakora,befotaka,toamasina i,brickaville,marolambo,toamasina ii,sainte marie,mitsinjo,mandritsara,analalava,tsaratanana,kandreho,toliary-i,ankazoabo,toliary-ii,beloha,tsihombe,mahabo,miandrivazo,antalaha,andapa,betafo,fenoarivobe,fianarantsoa i,nosy-varika,manakara atsimo,ihosy,vangaindrano,midongy-atsimo,vondrozo,fenerive est,vavatenina,antsalova,beroroha,betioky atsimo,sakaraha,benenitra,betroka,nosy-be,faratsiho,mananara-avaratra,befandriana nord,antanambao manampontsy,soanierana ivongo,antananarivo avaradrano,belo sur tsiribihina,antananarivo renivohitra,antananarivo atsimondrano,port-berge (boriziny-vaovao)
avaradrano,antananarivo avaradrano,from commune/fkt vars,ifanadiana,5,antananarivo avaradrano,0,ifanadiana,vangaindrano,faratsiho,ambalavao,isandra,fandriana,manandriana,farafangana,vondrozo,analalava,bealanana,maevatanana,tsaratanana,kandreho,maintirano,ankazoabo,sakaraha,manjakandriana,andramasina,mandoto,miarinarivo,soavinandriana,lalangina,vohibato,mananjary,vohipeno,iakora,mahanoro,marolambo,vavatenina,amparafaravola,moramanga,mahajanga i,soalala,marovoay,taolagnaro,mahabo,miandrivazo,ambanja,antalaha,andapa,ankazobe,anjozorobe,betafo,arivonimamo,ikalamavony,ambositra,toamasina i,vatomandry,andilamena,mahajanga ii,mandritsara,mampikony,antsalova,morafenobe,toliary-i,beroroha,betroka,manja,morondava,sambava,vohemar,ambohidratrimo,antsirabe i,ambatolampy,antanifotsy,antsirabe ii,fenoarivobe,fianarantsoa i,ikongo,ivohibe,befotaka,toamasina ii,ambatondrazaka,ambato boeni,mitsinjo,antsohihy,besalampy,ambatomainty,morombe,toliary-ii,benenitra,beloha,antsiranana i,ambilobe,ambohimahasoa,nosy-varika,manakara atsimo,ihosy,brickaville,sainte marie,maroantsetra,tsihombe,bekily,antsiranana ii,nosy-be,tsiroanomandidy,ambatofinandrahana,mananara-avaratra,fenerive est,anosibe-an'ala,befandriana nord,ambovombe-androy,amboasary-atsimo,midongy-atsimo,soanierana ivongo,betioky atsimo,ampanihy ouest,antananarivo avaradrano,antananarivo atsimondrano,antanambao manampontsy,belo sur tsiribihina,antananarivo renivohitra,port-berge (boriziny-vaovao)
ambohimanambola,antananarivo avaradrano,from commune/fkt vars,ambohimahasoa,4,ambohimahasoa,4,ambohimahasoa,ambohidratrimo,amparafaravola,arivonimamo,ambalavao,ambositra,marolambo,moramanga,anosibe-an'ala,ambanja,ambatolampy,vohibato,ambatofinandrahana,ifanadiana,vohipeno,mahanoro,maroantsetra,ambatondrazaka,andilamena,soalala,ambato boeni,bealanana,maevatanana,ambatomainty,maintirano,ambovombe-androy,mahabo,antsiranana ii,antsiranana i,ambilobe,manjakandriana,andramasina,antsirabe i,mandoto,miarinarivo,soavinandriana,ikalamavony,isandra,fandriana,manandriana,mananjary,ivohibe,iakora,brickaville,vatomandry,mahajanga i,mitsinjo,mahajanga ii,mandritsara,analalava,tsaratanana,besalampy,antsalova,morafenobe,morombe,ankazoabo,taolagnaro,amboasary-atsimo,manja,morondava,antalaha,sambava,vohemar,ankazobe,anjozorobe,betafo,antanifotsy,antsirabe ii,fenoarivobe,lalangina,nosy-varika,manakara atsimo,ikongo,farafangana,vangaindrano,vondrozo,befotaka,toamasina i,toamasina ii,marovoay,befandriana nord,antsohihy,mampikony,toliary-i,beroroha,ampanihy ouest,sakaraha,toliary-ii,benenitra,beloha,tsihombe,bekily,betroka,miandrivazo,andapa,faratsiho,tsiroanomandidy,fianarantsoa i,ihosy,midongy-atsimo,antanambao manampontsy,sainte marie,mananara-avaratra,vavatenina,soanierana ivongo,kandreho,betioky atsimo,nosy-be,fenerive est,belo sur tsiribihina,antananarivo avaradrano,antananarivo renivohitra,antananarivo atsimondrano,port-berge (boriziny-vaovao)
antananarivo iv,antananarivo renivohitra,from commune/fkt vars,antanifotsy,8,antananarivo avaradrano,1,antanifotsy,miarinarivo,amparafaravola,antsiranana ii,antsiranana i,antananarivo renivohitra,antananarivo avaradrano,manjakandriana,antsirabe i,antsirabe ii,fenoarivobe,fianarantsoa i,manandriana,toamasina i,toamasina ii,soanierana ivongo,analalava,antalaha,andramasina,ambalavao,ikalamavony,mananjary,vangaindrano,mahanoro,mahajanga i,mahajanga ii,antsalova,ankazoabo,taolagnaro,miandrivazo,ankazobe,anjozorobe,antananarivo atsimondrano,faratsiho,soavinandriana,lalangina,fandriana,ifanadiana,nosy-varika,manakara atsimo,vatomandry,sainte marie,mananara-avaratra,fenerive est,ambatondrazaka,marovoay,mandritsara,antsohihy,bealanana,maevatanana,tsaratanana,kandreho,ambatomainty,maintirano,toliary-i,toliary-ii,ambanja,andapa,ambohidratrimo,betafo,ambatolampy,mandoto,arivonimamo,ambohimahasoa,isandra,ivohibe,farafangana,vondrozo,marolambo,vavatenina,moramanga,andilamena,soalala,ambato boeni,mitsinjo,befandriana nord,mampikony,morafenobe,ampanihy ouest,sakaraha,benenitra,tsihombe,betroka,amboasary-atsimo,manja,morondava,mahabo,ambilobe,sambava,tsiroanomandidy,vohibato,ambatofinandrahana,ambositra,ikongo,vohipeno,ihosy,iakora,midongy-atsimo,befotaka,brickaville,maroantsetra,anosibe-an'ala,besalampy,beroroha,morombe,betioky atsimo,vohemar,antanambao manampontsy,beloha,bekily,nosy-be,ambovombe-androy,belo sur tsiribihina,port-berge (boriziny-vaovao)
antananarivo v,antananarivo renivohitra,,miarinarivo,7,antananarivo renivohitra,1,miarinarivo,amparafaravola,manjakandriana,antanifotsy,fenoarivobe,manandriana,analalava,antsiranana ii,antsiranana i,antalaha,antananarivo avaradrano,andramasina,antsirabe i,fianarantsoa i,ambalavao,ikalamavony,mananjary,vangaindrano,toamasina i,mahanoro,soanierana ivongo,antsalova,ankazoabo,taolagnaro,miandrivazo,antananarivo renivohitra,ankazobe,anjozorobe,faratsiho,antsirabe ii,soavinandriana,lalangina,fandriana,ifanadiana,nosy-varika,manakara atsimo,vatomandry,toamasina ii,sainte marie,ambatondrazaka,mahajanga i,marovoay,mahajanga ii,antsohihy,bealanana,maevatanana,tsaratanana,kandreho,ambatomainty,maintirano,ambanja,andapa,ambohidratrimo,betafo,ambatolampy,mandoto,arivonimamo,ambohimahasoa,isandra,farafangana,vondrozo,marolambo,mananara-avaratra,fenerive est,vavatenina,moramanga,andilamena,soalala,mitsinjo,mandritsara,befandriana nord,mampikony,morafenobe,toliary-i,ampanihy ouest,sakaraha,toliary-ii,benenitra,betroka,manja,morondava,mahabo,ambilobe,sambava,antananarivo atsimondrano,vohibato,ambatofinandrahana,ambositra,ikongo,vohipeno,ihosy,iakora,midongy-atsimo,befotaka,brickaville,maroantsetra,anosibe-an'ala,ambato boeni,besalampy,beroroha,betioky atsimo,tsihombe,amboasary-atsimo,vohemar,tsiroanomandidy,ivohibe,morombe,beloha,bekily,nosy-be,antanambao manampontsy,ambovombe-androy,belo sur tsiribihina,port-berge (boriziny-vaovao)
